Ресурсы                                                                                                                 | Сундуки         | Выход      | Дата               
----------------------------------------------------------------------------------------------------------------------- | --------------- | ---------- | -------------------
Камни o      +/- | Дерево _/`   +/- | Смола ≈      +/- | Медь :.      +/- | Ки @         +/- | Мощь *       +/- | Кр. ♦ | o   8   Ω   Δ   | Ур. Лок.   | День       Время   
761,080       +  | 25,654        =  | 383,100       =  | 77,127        =  | 7,675,523     +  |                  |       | 0   193 136 9   | 15* Плато  | 08.04.2022 16:29:43
761,643       +  | 25,654        =  | 391,918       +  | 77,127        =  | 7,747,877     +  |                  |       | 0   1   0   0   | 15* Плато  | 08.04.2022 20:16:51
761,675       +  | 25,654        =  | 391,918       =  | 77,127        =  | 7,747,959     +  |                  |       | 0   1   1   1   | 15* Плато  | 08.04.2022 20:27:40
765,192       +  | 25,654        =  | 391,918       =  | 77,127        =  | 7,748,990     +  |                  |       | 0   207 160 13  | 15* Плато  | 09.04.2022 15:43:03
768,816       +  | 25,657        +  | 391,934       +  | 77,080        -  | 7,754,994     +  |                  |       | 0   211 169 20  | 15* Плато  | 10.04.2022 22:51:01
773,145       +  | 25,657        =  | 391,914       -  | 77,080        =  | 7,756,682     +  |                  |       | 0   226 155 19  | 15* Плато  | 11.04.2022 21:19:31
776,460       +  | 25,657        =  | 391,914       =  | 77,080        =  | 7,760,630     +  |                  |       | 0   210 176 14  | 15* Плато  | 12.04.2022 23:43:12
779,935       +  | 25,657        =  | 391,914       =  | 77,080        =  | 7,762,532     +  |                  |       | 0   184 157 15  | 15* Плато  | 13.04.2022 17:46:18
783,919       +  | 25,657        =  | 391,894       -  | 77,060        -  | 7,762,556     +  |                  |       | 0   208 179 13  | 15* Пещеры | 14.04.2022 22:01:00
783,919       =  | 25,657        =  | 2,152,270     +  | 77,060        =  | 7,754,826     -  |                  |       | 259 88  52  1   | 15* Грибы  | 15.04.2022 21:35:34
783,919       =  | 25,657        =  | 2,152,270     =  | 77,060        =  | 7,771,313     +  |                  |       | 271 71  54  4   | 15* Грибы  | 16.04.2022 11:34:12
783,919       =  | 25,657        =  | 3,250,681     +  | 77,060        =  | 7,844,595     +  |                  |       | 196 76  33  1   | 15* Грибы  | 16.04.2022 17:12:09
783,919       =  | 25,657        =  | 4,569,359     +  | 77,060        =  | 7,845,749     +  |                  |       | 272 76  47  5   | 15* Грибы  | 17.04.2022 12:01:08
783,919       =  | 25,657        =  | 5,605,181     +  | 77,060        =  | 7,848,908     +  |                  |       | 272 86  39  3   | 15* Грибы  | 17.04.2022 20:54:14
783,919       =  | 25,657        =  | 5,605,181     =  | 77,060        =  | 7,868,335     +  |                  |       | 250 92  50  6   | 15* Грибы  | 18.04.2022 08:16:16
783,919       =  | 25,657        =  | 5,605,181     =  | 77,060        =  | 7,885,442     +  |                  |       | 198 55  36  6   | 15* Грибы  | 18.04.2022 16:41:55
783,919       =  | 25,657        =  | 5,605,181     =  | 77,060        =  | 7,886,145     +  |                  |       | 5   4   2   0   | 15* Пещеры | 18.04.2022 17:01:52
783,919       =  | 25,657        =  | 6,672,496     +  | 77,060        =  | 7,886,145     =  |                  |       | 210 62  42  4   | 15* Плато  | 18.04.2022 22:02:20
788,083       +  | 25,657        =  | 6,672,496     =  | 77,060        =  | 7,887,105     +  |                  |       | 0   199 171 10  | 15* Плато  | 19.04.2022 17:17:21
791,911       +  | 25,657        =  | 6,672,496     =  | 77,060        =  | 7,888,834     +  |                  |       | 0   213 173 14  | 15* Плато  | 20.04.2022 19:11:10
796,229       +  | 25,657        =  | 6,672,496     =  | 77,060        =  | 7,892,133     +  |                  |       | 0   214 170 16  | 15* Плато  | 21.04.2022 18:42:44
800,320       +  | 25,657        =  | 6,672,496     =  | 77,060        =  | 7,894,218     +  |                  |       | 0   225 154 21  | 15* Плато  | 22.04.2022 20:15:08
804,011       +  | 25,657        =  | 6,672,502     +  | 77,020        -  | 7,896,900     +  |                  |       | 0   188 159 20  | 15* Плато  | 23.04.2022 15:11:02
807,291       +  | 25,657        =  | 6,672,502     =  | 77,020        =  | 7,900,132     +  |                  |       | 0   204 182 14  | 15* Плато  | 24.04.2022 11:48:34
809,501       +  | 25,657        =  | 6,672,502     =  | 77,020        =  | 7,905,470     +  |                  |       | 0   119 89  14  | 15* Плато  | 24.04.2022 23:03:35
812,941       +  | 25,657        =  | 6,672,502     =  | 77,020        =  | 7,907,194     +  |                  |       | 0   205 148 9   | 15* Плато  | 25.04.2022 17:25:40
816,886       +  | 25,657        =  | 6,672,502     =  | 77,010        -  | 7,905,790     -  |                  |       | 0   189 115 21  | 15* Плато  | 26.04.2022 16:42:57
817,859       +  | 25,657        =  | 6,672,502     =  | 77,010        =  | 7,908,341     +  |                  |       | 0   47  37  5   | 15* Плато  | 26.04.2022 21:15:58
826,876       +  | 25,657        =  | 6,672,517     +  | 77,010        =  | 7,916,628     +  |                  |       | 0   199 182 18  | 15* Плато  | 28.04.2022 19:07:56
830,828       +  | 25,657        =  | 6,672,517     =  | 77,010        =  | 7,918,725     +  |                  |       | 0   231 163 6   | 15* Плато  | 29.04.2022 15:58:34
832,301       +  | 25,657        =  | 6,672,517     =  | 77,010        =  | 7,922,104     +  |                  |       | 0   80  65  8   | 15* Плато  | 29.04.2022 23:43:59
835,187       +  | 25,657        =  | 6,672,517     =  | 77,000        -  | 7,903,936     -  |                  |       | 0   157 140 21  | 15* Плато  | 30.04.2022 16:09:31
838,483       +  | 25,657        =  | 6,672,533     +  | 76,790        -  | 7,624,894     -  |                  |       | 0   201 143 12  | 15* Плато  | 01.05.2022 16:52:28
839,718       +  | 25,657        =  | 6,672,533     =  | 76,790        =  | 7,627,808     +  |                  |       | 0   48  52  2   | 15* Плато  | 01.05.2022 23:35:31
842,794       +  | 25,657        =  | 6,672,533     =  | 76,790        =  | 7,628,762     +  |                  |       | 0   157 139 7   | 15* Плато  | 02.05.2022 14:28:01
844,618       +  | 25,725        +  | 6,672,838     +  | 76,719        -  | 7,470,293     -  |                  |       | 0   108 76  9   | 15* Плато  | 03.05.2022 10:09:51
846,473       +  | 25,725        =  | 6,672,818     -  | 76,732        +  | 7,437,263     -  |                  |       | 0   51  83  8   | 15* Плато  | 03.05.2022 20:00:28
849,744       +  | 25,645        -  | 6,672,788     -  | 76,571        -  | 7,440,774     +  |                  |       | 0   189 152 12  | 15* Плато  | 04.05.2022 16:51:51
850,889       +  | 25,645        =  | 6,672,788     =  | 76,571        =  | 7,443,835     +  |                  |       | 0   87  41  5   | 15* Плато  | 04.05.2022 23:22:45
854,504       +  | 25,645        =  | 6,672,788     =  | 76,571        =  | 7,444,199     +  |                  |       | 0   178 158 13  | 15* Плато  | 05.05.2022 16:27:10
855,446       +  | 25,645        =  | 6,672,788     =  | 76,571        =  | 7,447,092     +  |                  |       | 0   58  41  2   | 15* Плато  | 05.05.2022 21:25:43
858,842       +  | 25,650        +  | 6,672,804     +  | 76,641        +  | 7,449,927     +  |                  |       | 0   179 152 14  | 15* Плато  | 06.05.2022 16:20:43
862,058       +  | 25,658        +  | 6,672,819     +  | 76,581        -  | 7,451,419     +  |                  |       | 0   155 103 13  | 15* Плато  | 07.05.2022 13:18:36
866,662       +  | 25,688        +  | 6,672,848     +  | 76,488        -  | 7,414,734     -  |                  |       | 0   216 164 18  | 15* Плато  | 08.05.2022 11:34:28
869,135       +  | 25,688        =  | 6,672,848     =  | 76,488        =  | 7,419,689     +  |                  |       | 0   118 96  11  | 15* Плато  | 08.05.2022 22:31:46
872,645       +  | 25,688        =  | 6,672,867     +  | 76,458        -  | 7,421,689     +  |                  |       | 0   216 167 17  | 15* Плато  | 09.05.2022 20:46:40
876,656       +  | 25,688        =  | 6,672,867     =  | 76,361        -  | 7,428,802     +  |                  |       | 0   226 157 17  | 15* Плато  | 10.05.2022 22:21:52
880,198       +  | 25,688        =  | 6,672,867     =  | 76,361        =  | 7,431,791     +  |                  |       | 0   188 185 19  | 15* Плато  | 11.05.2022 17:24:21
881,457       +  | 25,688        =  | 6,672,867     =  | 76,361        =  | 7,434,483     +  | 12,577           | 20    | 0   69  45  2   | 15* Плато  | 11.05.2022 23:03:44
884,274       +  | 25,688        =  | 6,672,867     =  | 76,361        =  | 7,435,283     +  | 12,577        =  | 21    | 0   159 122 12  | 15* Плато  | 12.05.2022 14:05:16
885,527       +  | 25,905        +  | 6,672,867     =  | 76,361        =  | 7,438,694     +  | 12,577        =  | 29    | 0   59  47  8   | 15* Плато  | 12.05.2022 21:23:05
885,535       +  | 25,905        =  | 6,672,867     =  | 76,361        =  | 7,438,716     +  | 12,577        =  | 29    | 0   1   0   0   | 15* Плато  | 12.05.2022 21:27:50
885,544       +  | 25,905        =  | 6,672,867     =  | 76,361        =  | 7,438,739     +  | 12,577        =  | 29    | 0   1   0   0   | 15* Плато  | 12.05.2022 21:33:07
888,831       +  | 25,905        =  | 6,672,867     =  | 76,361        =  | 7,439,192     +  | 12,577        =  | 30    | 0   213 147 17  | 15* Плато  | 13.05.2022 15:53:06
889,725       +  | 25,905        =  | 6,672,867     =  | 76,361        =  | 7,442,040     +  | 12,577        =  | 30    | 0   58  45  3   | 15* Плато  | 13.05.2022 21:02:30
892,528       +  | 25,905        =  | 6,672,867     =  | 76,361        =  | 7,440,990     -  | 12,577        =  | 31    | 0   144 130 15  | 15* Плато  | 14.05.2022 11:04:13
894,988       +  | 25,905        =  | 6,672,867     =  | 76,361        =  | 7,446,692     +  | 12,577        =  | 31    | 0   140 90  7   | 15* Плато  | 14.05.2022 22:35:13
897,285       +  | 25,905        =  | 6,672,867     =  | 76,361        =  | 7,446,236     -  | 12,577        =  | 32    | 0   151 108 13  | 15* Плато  | 15.05.2022 11:49:03
899,395       +  | 25,905        =  | 6,672,867     =  | 76,341        -  | 7,448,004     +  | 12,577        =  | 32    | 0   107 75  4   | 15* Плато  | 15.05.2022 22:07:30
902,617       +  | 25,905        =  | 6,672,867     =  | 76,341        =  | 7,450,025     +  | 12,577        =  | 33    | 0   211 148 21  | 15* Плато  | 16.05.2022 16:29:07
904,872       +  | 25,905        =  | 6,672,867     =  | 76,291        -  | 7,365,973     -  | 12,577        =  | 34    | 0   86  73  6   | 15* Плато  | 17.05.2022 15:22:45
905,677       +  | 25,905        =  | 6,672,867     =  | 76,291        =  | 7,368,504     +  | 12,577        =  | 34    | 0   54  33  3   | 15* Плато  | 17.05.2022 19:44:20
905,752       +  | 25,905        =  | 6,672,867     =  | 76,291        =  | 7,368,698     +  | 12,577        =  | 34    | 0   6   2   0   | 15* Плато  | 17.05.2022 20:08:53
906,033       +  | 25,905        =  | 6,672,867     =  | 76,291        =  | 7,369,554     +  | 12,577        =  | 34    | 0   18  12  3   | 15* Плато  | 17.05.2022 21:46:14
908,619       +  | 25,905        =  | 6,672,867     =  | 76,251        -  | 7,269,461     -  | 12,577        =  | 35    | 0   164 129 20  | 15* Плато  | 18.05.2022 13:51:57
910,128       +  | 25,905        =  | 6,672,867     =  | 75,991        -  | 7,148,038     -  | 12,620        +  | 40    | 0   60  39  2   | 15* Плато  | 18.05.2022 23:42:34
913,304       +  | 25,855        -  | 6,672,867     =  | 75,861        -  | 6,766,324     -  | 12,620        =  | 41    | 0   190 160 13  | 15* Плато  | 19.05.2022 15:57:23
914,209       +  | 25,855        =  | 6,672,867     =  | 75,861        =  | 6,768,550     +  | 12,620        =  | 41    | 0   52  48  3   | 15* Плато  | 19.05.2022 20:16:04
916,744       +  | 25,855        =  | 6,672,867     =  | 75,861        =  | 6,778,916     +  | 12,620        =  | 43    | 0   218 166 16  | 15* Плато  | 20.05.2022 16:52:04
917,479       +  | 25,855        =  | 6,672,867     =  | 75,801        -  | 6,792,386     +  | 12,620        =  | 61    | 0   57  49  7   | 15* Плато  | 20.05.2022 21:58:56
920,161       +  | 25,855        =  | 6,672,867     =  | 75,801        =  | 6,800,918     +  | 12,620        =  | 63    | 0   185 134 18  | 15* Плато  | 21.05.2022 12:03:36
921,774       +  | 25,855        =  | 6,672,867     =  | 75,801        =  | 6,810,210     +  | 12,620        =  | 63    | 0   109 75  10  | 15* Плато  | 21.05.2022 20:09:16
923,746       +  | 25,886        +  | 6,672,897     +  | 75,159        -  | 6,820,815     +  | 12,653        +  | 65    | 0   165 116 11  | 15* Плато  | 22.05.2022 11:15:32
925,404       +  | 25,886        =  | 6,672,897     =  | 75,159        =  | 6,833,575     +  | 12,653        =  | 65    | 0   135 91  9   | 15* Плато  | 22.05.2022 21:05:08
927,084       +  | 26,945        +  | 6,673,680     +  | 74,299        -  | 6,791,034     -  | 12,815        +  | 71    | 0   144 98  16  | 15* Плато  | 23.05.2022 11:04:34
928,672       +  | 26,945        =  | 6,673,680     =  | 74,299        =  | 6,798,229     +  | 12,815        =  | 71    | 0   135 105 13  | 15* Плато  | 23.05.2022 21:37:41
928,719       +  | 26,945        =  | 6,673,680     =  | 74,299        =  | 6,798,389     +  | 12,815        =  | 71    | 0   3   2   1   | 15* Плато  | 23.05.2022 21:55:22
931,339       +  | 27,499        +  | 6,673,695     +  | 74,089        -  | 6,758,528     -  | 13,287        +  | 77    | 0   213 171 16  | 15* Плато  | 24.05.2022 19:41:40
931,660       +  | 27,499        =  | 6,673,695     =  | 74,089        =  | 6,759,888     +  | 13,287        =  | 77    | 0   26  24  1   | 15* Плато  | 24.05.2022 21:49:59
934,598       +  | 27,499        =  | 6,673,695     =  | 74,069        -  | 6,756,014     -  | 13,197        -  | 78    | 0   229 158 13  | 15* Плато  | 25.05.2022 16:53:35
938,608       +  | 27,499        =  | 6,673,695     =  | 74,069        =  | 6,761,444     +  | 13,197        =  | 79    | 0   216 166 18  | 15* Плато  | 26.05.2022 14:50:54
939,634       +  | 27,499        =  | 6,673,695     =  | 74,069        =  | 6,765,357     +  | 13,197        =  | 79    | 0   71  57  10  | 15* Плато  | 26.05.2022 20:36:43
943,046       +  | 27,499        =  | 6,673,695     =  | 74,069        =  | 6,759,343     -  | 13,236        +  | 80    | 0   220 159 21  | 15* Плато  | 27.05.2022 15:38:35
944,378       +  | 27,499        =  | 6,673,695     =  | 74,069        =  | 6,762,840     +  | 13,236        =  | 80    | 0   80  62  8   | 15* Плато  | 27.05.2022 21:55:14
946,897       +  | 27,499        =  | 6,673,695     =  | 74,069        =  | 6,764,387     +  | 13,236        =  | 81    | 0   225 157 18  | 15* Плато  | 28.05.2022 22:29:18
949,483       +  | 27,499        =  | 6,673,695     =  | 74,069        =  | 6,767,449     +  | 13,236        =  | 82    | 0   224 156 20  | 15* Плато  | 29.05.2022 17:59:24
950,063       +  | 27,499        =  | 6,673,695     =  | 74,069        =  | 6,769,070     +  | 13,236        =  | 82    | 0   33  28  2   | 15* Плато  | 29.05.2022 20:38:39
952,724       +  | 27,499        =  | 6,673,695     =  | 74,069        =  | 6,769,149     +  | 13,492        +  | 83    | 0   207 175 18  | 15* Плато  | 30.05.2022 16:35:16
953,540       +  | 27,499        =  | 6,673,790     +  | 74,009        -  | 6,767,150     -  | 13,492        =  | 89    | 0   80  37  5   | 15* Плато  | 30.05.2022 22:08:06
956,663       +  | 27,499        =  | 6,673,790     =  | 74,009        =  | 6,768,963     +  | 13,492        =  | 90    | 0   208 172 20  | 15* Плато  | 31.05.2022 14:59:26
957,786       +  | 27,499        =  | 6,673,790     =  | 74,009        =  | 6,772,737     +  | 13,492        =  | 90    | 0   65  58  6   | 15* Плато  | 31.05.2022 21:35:44
961,279       +  | 27,499        =  | 6,673,790     =  | 74,009        =  | 6,776,723     +  | 13,492        =  | 91    | 0   229 155 16  | 15* Плато  | 01.06.2022 15:20:39
962,362       +  | 27,499        =  | 6,673,790     =  | 74,009        =  | 6,780,169     +  | 13,492        =  | 91    | 0   86  56  6   | 15* Плато  | 01.06.2022 21:31:12
965,276       +  | 27,499        =  | 6,673,790     =  | 74,009        =  | 6,783,072     +  | 13,492        =  | 92    | 0   214 169 17  | 15* Плато  | 02.06.2022 15:26:02
966,175       +  | 27,499        =  | 6,673,790     =  | 74,009        =  | 6,786,123     +  | 13,492        =  | 92    | 0   81  58  4   | 15* Плато  | 02.06.2022 21:24:06
969,498       +  | 27,499        =  | 6,673,790     =  | 74,009        =  | 6,788,104     +  | 13,492        =  | 93    | 0   213 168 19  | 15* Плато  | 03.06.2022 14:41:24
969,829       +  | 27,499        =  | 6,673,790     =  | 74,009        =  | 6,789,175     +  | 13,492        =  | 93    | 0   23  15  2   | 15* Плато  | 03.06.2022 16:24:03
973,419       +  | 27,499        =  | 6,673,790     =  | 74,009        =  | 6,791,498     +  | 13,492        =  | 94    | 0   200 181 19  | 15* Плато  | 04.06.2022 10:46:47
976,984       +  | 27,499        =  | 6,673,790     =  | 74,009        =  | 6,794,088     +  | 13,492        =  | 95    | 0   206 178 16  | 15* Плато  | 05.06.2022 10:08:50
979,047       +  | 27,499        =  | 6,673,790     =  | 74,009        =  | 6,800,496     +  | 13,492        =  | 95    | 0   139 117 6   | 15* Плато  | 05.06.2022 21:05:17
981,614       +  | 27,499        =  | 6,673,790     =  | 74,009        =  | 6,802,381     +  | 13,492        =  | 96    | 0   218 166 16  | 15* Плато  | 06.06.2022 16:21:27
984,209       +  | 27,499        =  | 6,673,790     =  | 73,969        -  | 6,797,845     -  | 13,711        +  | 86    | 0   229 160 11  | 15* Плато  | 07.06.2022 10:06:55
984,862       +  | 27,499        =  | 6,673,790     =  | 73,969        =  | 6,800,391     +  | 13,711        =  | 86    | 0   53  43  6   | 15* Плато  | 07.06.2022 14:23:15
985,828       +  | 27,499        =  | 6,673,790     =  | 73,959        -  | 6,796,206     -  | 13,711        =  | 93    | 0   80  47  6   | 15* Плато  | 07.06.2022 20:36:31
989,194       +  | 27,499        =  | 6,673,790     =  | 73,949        -  | 6,790,328     -  | 13,711        =  | 94    | 0   217 168 15  | 15* Плато  | 08.06.2022 20:15:29
992,927       +  | 27,499        =  | 6,673,790     =  | 73,949        =  | 6,793,268     +  | 13,711        =  | 95    | 0   196 191 13  | 15* Плато  | 09.06.2022 13:00:13
994,472       +  | 27,499        =  | 6,673,790     =  | 73,949        =  | 6,798,078     +  | 13,711        =  | 95    | 0   108 89  8   | 15* Плато  | 09.06.2022 21:33:59
997,062       +  | 27,499        =  | 6,673,790     =  | 73,949        =  | 6,800,356     +  | 13,711        =  | 96    | 0   216 168 16  | 15* Плато  | 10.06.2022 14:22:28
998,261       +  | 27,499        =  | 6,673,790     =  | 73,949        =  | 6,804,572     +  | 13,711        =  | 96    | 0   85  89  4   | 15* Плато  | 10.06.2022 21:50:00
1,001,351     +  | 27,499        =  | 6,673,790     =  | 73,949        =  | 6,805,543     +  | 13,711        =  | 97    | 0   221 162 17  | 15* Плато  | 11.06.2022 14:34:23
1,002,928     +  | 27,499        =  | 6,673,790     =  | 73,949        =  | 6,809,873     +  | 13,711        =  | 97    | 0   109 80  9   | 15* Плато  | 11.06.2022 22:51:38
1,005,505     +  | 27,499        =  | 6,673,790     =  | 73,949        =  | 6,813,183     +  | 13,711        =  | 98    | 0   231 150 19  | 15* Плато  | 12.06.2022 18:25:30
1,006,253     +  | 27,499        =  | 6,673,790     =  | 73,949        =  | 6,815,724     +  | 13,711        =  | 98    | 0   47  39  8   | 15* Плато  | 12.06.2022 22:22:56
1,009,711     +  | 27,499        =  | 6,673,790     =  | 73,949        =  | 6,819,586     +  | 13,711        =  | 99    | 0   202 180 18  | 15* Плато  | 13.06.2022 15:02:50
1,011,229     +  | 27,499        =  | 6,673,790     =  | 73,949        =  | 6,823,895     +  | 13,711        =  | 99    | 0   97  61  9   | 15* Плато  | 13.06.2022 22:01:10
1,014,109     +  | 27,499        =  | 6,673,790     =  | 73,949        =  | 6,826,097     +  | 13,711        =  | 108   | 0   200 184 16  | 15* Плато  | 14.06.2022 15:34:39
1,015,419     +  | 27,499        =  | 6,673,790     =  | 73,949        =  | 6,829,315     +  | 13,711        =  | 108   | 0   79  65  6   | 15* Плато  | 14.06.2022 21:51:27
1,019,091     +  | 27,499        =  | 6,673,790     =  | 73,949        =  | 6,830,146     +  | 13,711        =  | 109   | 0   200 182 18  | 15* Плато  | 15.06.2022 16:48:20
1,022,370     +  | 27,499        =  | 6,673,790     =  | 73,949        =  | 6,834,175     +  | 13,711        =  | 110   | 0   196 176 28  | 15* Плато  | 16.06.2022 13:08:16
1,023,825     +  | 27,499        =  | 6,673,790     =  | 73,949        =  | 6,838,681     +  | 13,711        =  | 110   | 0   79  87  6   | 15* Плато  | 16.06.2022 20:20:33
1,026,504     +  | 27,499        =  | 6,673,820     +  | 73,929        -  | 6,845,495     +  | 13,711        =  | 120   | 0   225 152 18  | 15* Плато  | 17.06.2022 13:00:32
1,028,298     +  | 27,499        =  | 6,673,820     =  | 73,929        =  | 6,850,214     +  | 13,711        =  | 120   | 0   111 74  10  | 15* Плато  | 17.06.2022 21:10:07
1,031,669     +  | 27,499        =  | 6,673,820     =  | 73,929        =  | 6,853,684     +  | 13,711        =  | 121   | 0   219 161 19  | 15* Плато  | 18.06.2022 13:49:24
1,033,008     +  | 27,499        =  | 6,673,820     =  | 73,929        =  | 6,858,037     +  | 13,711        =  | 121   | 0   92  84  9   | 15* Плато  | 18.06.2022 21:33:08
1,035,681     +  | 27,499        =  | 6,673,820     =  | 73,929        =  | 6,858,953     +  | 13,711        =  | 122   | 0   220 166 14  | 15* Плато  | 19.06.2022 14:13:01
1,037,048     +  | 27,499        =  | 6,673,820     =  | 73,929        =  | 6,864,019     +  | 13,711        =  | 122   | 0   102 84  8   | 15* Плато  | 19.06.2022 22:18:08
1,039,561     +  | 27,499        =  | 6,673,820     =  | 73,929        =  | 6,867,980     +  | 13,711        =  | 123   | 0   227 161 12  | 15* Плато  | 20.06.2022 15:03:14
1,040,819     +  | 27,499        =  | 6,673,820     =  | 73,879        -  | 6,870,981     +  | 13,752        +  | 123   | 0   79  64  7   | 15* Плато  | 20.06.2022 21:43:31
1,044,155     +  | 27,499        =  | 6,673,820     =  | 73,879        =  | 6,873,339     +  | 13,752        =  | 124   | 0   204 180 16  | 15* Плато  | 21.06.2022 14:30:22
1,046,654     +  | 27,499        =  | 6,673,845     +  | 73,795        -  | 6,878,786     +  | 14,152        +  | 133   | 0   215 171 14  | 15* Плато  | 22.06.2022 11:49:14
1,048,618     +  | 27,499        =  | 6,673,845     =  | 73,795        =  | 6,885,128     +  | 13,752        -  | 139   | 0   141 105 16  | 15* Плато  | 22.06.2022 22:55:16
1,050,279     +  | 27,499        =  | 6,673,845     =  | 73,795        =  | 6,882,391     -  | 14,047        +  | 140   | 0   209 173 18  | 15* Плато  | 23.06.2022 16:09:46
1,051,433     +  | 27,499        =  | 6,673,887     +  | 73,775        -  | 6,886,697     +  | 13,752        -  | 140   | 0   121 59  8   | 15* Плато  | 23.06.2022 23:16:29
1,052,882     +  | 27,499        =  | 6,673,887     =  | 73,775        =  | 6,884,226     -  | 13,752        =  | 141   | 0   218 163 19  | 15* Плато  | 24.06.2022 09:57:32
1,053,499     +  | 27,499        =  | 6,673,887     =  | 73,775        =  | 6,886,375     +  | 13,912        +  | 141   | 0   88  69  8   | 15* Плато  | 24.06.2022 18:18:12
1,054,723     +  | 27,499        =  | 6,673,887     =  | 73,765        -  | 6,881,973     -  | 13,752        -  | 142   | 0   133 114 17  | 15* Плато  | 25.06.2022 00:02:33
1,056,375     +  | 27,499        =  | 6,673,887     =  | 73,765        =  | 6,887,116     +  | 13,752        =  | 142   | 0   209 173 18  | 15* Плато  | 25.06.2022 10:58:11
1,057,923     +  | 27,499        =  | 6,673,887     =  | 73,765        =  | 6,892,269     +  | 13,752        =  | 142   | 0   222 168 10  | 15* Плато  | 25.06.2022 19:42:16
1,058,527     +  | 27,499        =  | 6,673,887     =  | 73,765        =  | 6,894,291     +  | 13,752        =  | 142   | 0   77  79  10  | 15* Плато  | 25.06.2022 23:13:10
1,059,790     +  | 27,499        =  | 6,673,887     =  | 73,765        =  | 6,891,942     -  | 13,752        =  | 143   | 0   223 160 17  | 15* Плато  | 26.06.2022 11:03:57
1,061,168     +  | 27,499        =  | 6,673,887     =  | 73,765        =  | 6,896,863     +  | 13,752        =  | 143   | 0   226 156 18  | 15* Плато  | 26.06.2022 21:08:52
1,061,518     +  | 27,499        =  | 6,673,887     =  | 73,765        =  | 6,898,164     +  | 13,752        =  | 143   | 0   37  48  11  | 15* Плато  | 26.06.2022 23:11:06
1,062,904     +  | 27,499        =  | 6,673,887     =  | 73,765        =  | 6,896,229     -  | 13,752        =  | 144   | 0   232 155 13  | 15* Плато  | 27.06.2022 12:12:37
1,063,522     +  | 27,499        =  | 6,673,887     =  | 73,765        =  | 6,898,227     +  | 13,752        =  | 144   | 0   79  65  4   | 15* Плато  | 27.06.2022 15:21:18
1,063,603     +  | 27,499        =  | 6,673,887     =  | 73,765        =  | 6,898,565     +  | 13,752        =  | 144   | 0   15  10  1   | 15* Плато  | 27.06.2022 15:55:05
1,063,677     +  | 27,499        =  | 6,673,887     =  | 73,765        =  | 6,898,820     +  | 13,752        =  | 144   | 0   7   10  1   | 15* Плато  | 27.06.2022 16:18:38
1,063,940     +  | 27,499        =  | 6,673,887     =  | 73,765        =  | 6,899,573     +  | 13,752        =  | 144   | 0   33  30  1   | 15* Плато  | 27.06.2022 17:40:06
1,065,095     +  | 27,499        =  | 6,673,887     =  | 73,725        -  | 6,902,738     +  | 13,752        =  | 144   | 0   133 99  18  | 15* Плато  | 27.06.2022 23:57:50
1,066,853     +  | 27,499        =  | 6,673,887     =  | 73,725        =  | 6,900,451     -  | 13,752        =  | 153   | 0   200 181 19  | 15* Плато  | 28.06.2022 10:39:52
1,067,851     +  | 27,499        =  | 6,673,887     =  | 73,435        -  | 6,558,169     -  | 14,615        +  | 158   | 0   121 93  10  | 15* Плато  | 28.06.2022 19:34:18
1,069,569     +  | 27,499        =  | 6,673,627     -  | 72,955        -  | 6,493,125     -  | 14,204        -  | 159   | 0   202 180 18  | 15* Плато  | 29.06.2022 12:10:13
1,071,337     +  | 27,499        =  | 6,673,407     -  | 72,955        =  | 6,498,290     +  | 14,204        =  | 159   | 0   224 157 19  | 15* Плато  | 29.06.2022 18:33:10
1,072,898     +  | 27,499        =  | 6,673,230     -  | 72,955        =  | 6,501,747     +  | 14,204        =  | 159   | 0   173 135 14  | 15* Плато  | 29.06.2022 23:36:45
1,074,626     +  | 27,499        =  | 6,672,969     -  | 72,705        -  | 6,423,669     -  | 14,626        +  | 160   | 0   214 169 17  | 15* Плато  | 30.06.2022 11:44:17
1,076,533     +  | 27,499        =  | 6,672,950     -  | 72,405        -  | 6,410,972     -  | 15,117        +  | 149   | 0   176 143 11  | 15* Плато  | 30.06.2022 18:55:25
1,078,537     +  | 27,499        =  | 6,672,950     =  | 72,405        =  | 6,415,280     +  | 15,474        +  | 149   | 0   195 150 21  | 15* Плато  | 30.06.2022 23:53:28
1,080,214     +  | 27,499        =  | 6,672,950     =  | 72,405        =  | 6,412,504     -  | 15,117        -  | 150   | 0   218 157 25  | 15* Плато  | 01.07.2022 11:04:08
1,082,001     +  | 27,499        =  | 6,672,950     =  | 72,405        =  | 6,417,463     +  | 15,117        =  | 150   | 0   197 189 14  | 15* Плато  | 01.07.2022 16:55:22
1,083,848     +  | 27,499        =  | 6,672,950     =  | 72,405        =  | 6,422,261     +  | 15,117        =  | 150   | 0   207 171 22  | 15* Плато  | 01.07.2022 22:32:32
1,085,545     +  | 27,499        =  | 6,672,950     =  | 72,405        =  | 6,420,303     -  | 15,117        =  | 151   | 0   217 167 16  | 15* Плато  | 02.07.2022 11:57:00
1,087,591     +  | 27,499        =  | 6,672,950     =  | 72,405        =  | 6,424,893     +  | 15,117        =  | 151   | 0   208 174 18  | 15* Плато  | 02.07.2022 18:10:51
